segmento,estado_venda,nome_bem,endereco_mestre,distrito,proprietario,tipo_zepec,esfera,m2_ja_transferido,pcpt_m2,saldo_pcpt_m2,preco_legal_ref_brl,preco_proxy_brl,zona,ca_basico,fi_aplicado,regime_pcpt,qualidade_estimativa,area_terreno_m2,v_outorga_m2_q14,v_outorga_max_q14,pendencia_calculo,status_fundurb,intercorrencia_fundurb,data_ref,sql_mestre
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Doutor Seng, 30",Bela Vista,,tombado,municipal,,129.60,129.60,172906.81,457710.91,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,108,3531.72,5336.63,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$5336.63/m² (face atual: R$3531.72/m²)",,,2002-12-14,0090180084
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Veloso Guerra, 77",Bela Vista,,tombado,municipal,,86.40,86.40,184619.09,472075.78,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,72,5463.84,8547.18,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$8547.18/m² (face atual: R$5463.84/m²)",,,2002-12-14,0090190056
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Conselheiro Carrão, 558",Bela Vista,,tombado,municipal,,289.20,289.20,288946.95,1112804.00,ZEIS-3,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,241,3847.87,3996.50,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$3996.50/m² (face atual: R$3847.87/m²)",,,2002-12-14,0090110026
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua dos Franceses, 250",Bela Vista,,tombado,municipal,,135.60,135.60,289749.40,1158997.61,ZM,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,113,8547.18,8547.18,OK (Atc+CAbás+V) — cálculo completo,,,2002-12-14,0090190037
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua São Vicente, 40",Bela Vista,,tombado,municipal,,56.40,56.40,61483.05,215456.46,ZM,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,47,3820.15,4360.50,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$4360.50/m² (face atual: R$3820.15/m²)",,,2002-12-14,0090040041
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Maria José, 142, 146",Bela Vista,,tombado,municipal,,268.80,268.80,281768.26,1081366.27,ZEIS-3,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,224,4022.94,4192.98,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$4192.98/m² (face atual: R$4022.94/m²)",,,2002-12-14,0090070020
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua dos Franceses, 471",Bela Vista,,tombado,municipal,,787.00,787.00,1796394.40,7123129.13,ZEU,1,1.0,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,787,9050.99,9130.34,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$9130.34/m² (face atual: R$9050.99/m²)",,,2002-12-14,0090370009
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Conselheiro Carrão, 476, 478",Bela Vista,,tombado,municipal,,165.60,165.60,250867.44,1003469.76,ZEIS-3,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,138,6059.60,6059.60,OK (Atc+CAbás+V) — cálculo completo,,,2002-12-14,0090120023
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Veloso Guerra, 37",Bela Vista,,tombado,municipal,,80.40,80.40,171798.32,439292.74,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,67,5463.84,8547.18,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$8547.18/m² (face atual: R$5463.84/m²)",,,2002-12-14,0090190089
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua dos Ingleses, 165",Bela Vista,,tombado,municipal,,277.20,277.20,493162.36,1972649.45,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,231,7116.34,7116.34,OK (Atc+CAbás+V) — cálculo completo,,,2002-12-14,0090210030
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Conselheiro Ramalho, 737",Bela Vista,,tombado,municipal,,396.00,396.00,392286.51,1512779.40,ZEIS-5,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,330,3820.15,3962.49,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$3962.49/m² (face atual: R$3820.15/m²)",,,2002-12-14,0090240047
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua dos Franceses, 252",Bela Vista,,tombado,municipal,,128.40,128.40,274364.48,1097457.91,ZM,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,107,8547.18,8547.18,OK (Atc+CAbás+V) — cálculo completo,,,2002-12-14,0090190036
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Veloso Guerra, 91",Bela Vista,,tombado,municipal,,211.20,211.20,451291.11,1153963.01,ZM,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,176,5463.84,8547.18,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$8547.18/m² (face atual: R$5463.84/m²)",,,2002-12-14,0090190058
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Veloso Guerra, 13",Bela Vista,,tombado,municipal,,160.80,160.80,343596.64,878585.47,ZEIS-3,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,134,5463.84,8547.18,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$8547.18/m² (face atual: R$5463.84/m²)",,,2002-12-14,0090190050
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Avenida Brigadeiro Luís Antônio, 1285",Bela Vista,,tombado,municipal,,306.00,306.00,731906.10,2927624.40,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,255,9567.40,9567.40,OK (Atc+CAbás+V) — cálculo completo,,,2002-12-14,0090570006
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Treze de Maio, 844, 848",Bela Vista,,tombado,municipal,,241.20,241.20,407166.10,1106131.14,ZM,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,201,4585.95,6752.34,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$6752.34/m² (face atual: R$4585.95/m²)",,,2002-12-14,0090380010
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Alameda Joaquim Eugênio de Lima, 48",Bela Vista,,tombado,municipal,,115.20,115.20,246158.79,949230.72,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,96,8239.85,8547.18,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$8547.18/m² (face atual: R$8239.85/m²)",,,2002-12-14,0090190020
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Maria José, 186",Bela Vista,,tombado,municipal,,274.80,274.80,288057.73,1105503.91,ZEIS-3,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,229,4022.94,4192.98,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$4192.98/m² (face atual: R$4022.94/m²)",,,2002-12-14,0090070026
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Fortaleza, 191",Bela Vista,,tombado,municipal,,120.00,120.00,193879.50,426980.40,ZEIS-5,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,100,3558.17,6462.65,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$6462.65/m² (face atual: R$3558.17/m²)",,,2002-12-14,0090410056
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua dos Franceses, 160",Bela Vista,,tombado,municipal,,214.80,214.80,458983.57,1835934.26,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,179,8547.18,8547.18,OK (Atc+CAbás+V) — cálculo completo,,,2002-12-14,0090190041
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua São Vicente, 52",Bela Vista,,tombado,municipal,,270.00,270.00,294333.75,1031440.50,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,225,3820.15,4360.50,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$4360.50/m² (face atual: R$3820.15/m²)",,,2002-12-14,0090040012
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Doutor Luís Barreto, 193",Bela Vista,,tombado,municipal,,138.00,138.00,150437.25,543867.66,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,115,3941.07,4360.50,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$4360.50/m² (face atual: R$3941.07/m²)",,,2002-12-14,0090040019
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Doutor Alfredo Ellis, 306, 1315",Bela Vista,,tombado,municipal,,1761.00,1761.00,3918154.56,15672618.24,ZEU,1,1.0,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,1761,8899.84,8899.84,OK (Atc+CAbás+V) — cálculo completo,,,2002-12-14,0090530022
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Almirante Marques de Leão, 532",Bela Vista,,tombado,municipal,,164.40,164.40,219335.49,739022.39,ZEIS-3,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,137,4495.27,5336.63,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$5336.63/m² (face atual: R$4495.27/m²)",,,2002-12-14,0090180017
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Avenida Brigadeiro Luís Antônio, 1288",Bela Vista,,tombado,municipal,,480.00,480.00,823430.40,3293721.60,ZEIS-5,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,400,6861.92,6861.92,OK (Atc+CAbás+V) — cálculo completo,,,2002-12-14,0090420024
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Treze de Maio, 499",Bela Vista,,tombado,municipal,,130.80,130.80,148601.55,594406.21,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,109,4544.39,4544.39,OK (Atc+CAbás+V) — cálculo completo,,,2002-12-14,0090050023
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Maria José, 473",Bela Vista,,tombado,municipal,,84.00,84.00,164043.81,313909.68,ZEIS-5,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,70,3737.02,7811.61,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$7811.61/m² (face atual: R$3737.02/m²)",,,2002-12-14,0090250034
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Veloso Guerra, 15",Bela Vista,,tombado,municipal,,153.60,153.60,328211.71,839245.82,ZEIS-3,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,128,5463.84,8547.18,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$8547.18/m² (face atual: R$5463.84/m²)",,,2002-12-14,0090190087
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Conselheiro Carrão, 458, 460",Bela Vista,,tombado,municipal,,175.20,175.20,265410.48,1061641.92,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,146,6059.60,6059.60,OK (Atc+CAbás+V) — cálculo completo,,,2002-12-14,0090120021
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Maria José, 118",Bela Vista,,tombado,municipal,,170.40,170.40,178620.95,685508.98,ZEIS-3,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,142,4022.94,4192.98,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$4192.98/m² (face atual: R$4022.94/m²)",,,2002-12-14,0090070014
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Alameda Joaquim Eugênio de Lima, 198",Bela Vista,,tombado,municipal,,129.60,129.60,276928.63,1067884.56,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,108,8239.85,8547.18,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$8547.18/m² (face atual: R$8239.85/m²)",,,2002-12-14,0090190002
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Doutor Luís Barreto, 187",Bela Vista,,tombado,municipal,,138.00,138.00,150437.25,543867.66,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,115,3941.07,4360.50,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$4360.50/m² (face atual: R$3941.07/m²)",,,2002-12-14,0090040020
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua dos Franceses, 67",Bela Vista,,tombado,municipal,,164.40,164.40,359260.86,1199952.31,ZM,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,137,7298.98,8741.14,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$8741.14/m² (face atual: R$7298.98/m²)",,,2002-12-14,0090200003
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Veloso Guerra, 81",Bela Vista,,tombado,municipal,,102.00,102.00,217953.09,557311.68,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,85,5463.84,8547.18,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$8547.18/m² (face atual: R$5463.84/m²)",,,2002-12-14,0090190094
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Treze de Maio, 776",Bela Vista,,tombado,municipal,,157.20,157.20,265366.96,720911.34,ZM,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,131,4585.95,6752.34,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$6752.34/m² (face atual: R$4585.95/m²)",,,2002-12-14,0090380002
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Veloso Guerra, 5",Bela Vista,,tombado,municipal,,184.80,184.80,235379.76,837940.49,ZEIS-3,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,154,4534.31,5094.80,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$5094.80/m² (face atual: R$4534.31/m²)",,,2002-12-14,0090940045
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Sílvia, 203, 12",Bela Vista,,tombado,municipal,,62.40,62.40,83506.96,295437.79,ZM,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,52,4734.58,5353.01,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$5353.01/m² (face atual: R$4734.58/m²)",,,2002-12-14,0090170052
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Treze de Maio, 1082",Bela Vista,,tombado,municipal,,660.00,660.00,1114136.10,3026727.00,ZEU,1,1.0,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,660,4585.95,6752.34,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$6752.34/m² (face atual: R$4585.95/m²)",,,2002-12-14,0090380040
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Conselheiro Carrão, 506",Bela Vista,,tombado,municipal,,67.20,67.20,101801.28,407205.12,ZEIS-3,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,56,6059.60,6059.60,OK (Atc+CAbás+V) — cálculo completo,,,2002-12-14,0090120027
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Treze de Maio, 786",Bela Vista,,tombado,municipal,,166.80,166.80,281572.58,764936.46,ZM,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,139,4585.95,6752.34,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$6752.34/m² (face atual: R$4585.95/m²)",,,2002-12-14,0090380004
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua dos Franceses, 153",Bela Vista,,tombado,municipal,,126.00,126.00,275345.91,919671.48,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,105,7298.98,8741.14,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$8741.14/m² (face atual: R$7298.98/m²)",,,2002-12-14,0090200015
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Manoel Dutra, 133",Bela Vista,,tombado,municipal,,109.20,109.20,114468.36,447006.92,ZEIS-3,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,91,4093.47,4192.98,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$4192.98/m² (face atual: R$4093.47/m²)",,,2002-12-14,0090070133
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Manoel Dutra, 127, 131",Bela Vista,,tombado,municipal,,187.20,187.20,196231.47,766297.58,ZEIS-3,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,156,4093.47,4192.98,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$4192.98/m² (face atual: R$4093.47/m²)",,,2002-12-14,0090070078
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Almirante Marques de Leão, 321",Bela Vista,,tombado,municipal,,138.00,138.00,175770.60,659281.20,ZEIS-3,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,115,4777.40,5094.80,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$5094.80/m² (face atual: R$4777.40/m²)",,,2002-12-14,0090940028
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Conselheiro Carrão, 480",Bela Vista,,tombado,municipal,,216.00,216.00,327218.40,1308873.60,ZEIS-3,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,180,6059.60,6059.60,OK (Atc+CAbás+V) — cálculo completo,,,2002-12-14,0090120024
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Doutor Luís Barreto, 270",Bela Vista,,tombado,municipal,,260.40,260.40,260172.15,1040688.60,ZM,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,217,3996.50,3996.50,OK (Atc+CAbás+V) — cálculo completo,,,2002-12-14,0090110006
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Conselheiro Carrão, 498, 498",Bela Vista,,tombado,municipal,,177.60,177.60,269046.24,1076184.96,ZEIS-3,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,148,6059.60,6059.60,OK (Atc+CAbás+V) — cálculo completo,,,2002-12-14,0090120026
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Treze de Maio, 721",Bela Vista,,tombado,municipal,,247.20,247.20,278040.67,1112162.69,ZM,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,206,4499.04,4499.04,OK (Atc+CAbás+V) — cálculo completo,,,2002-12-14,0090220024
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Veloso Guerra, 67",Bela Vista,,tombado,municipal,,152.40,152.40,325647.56,832689.22,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,127,5463.84,8547.18,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$8547.18/m² (face atual: R$5463.84/m²)",,,2002-12-14,0090190054
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Santa Madalena, 352",Bela Vista,,tombado,municipal,,60.00,60.00,133006.50,488572.20,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,50,8142.87,8867.10,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$8867.10/m² (face atual: R$8142.87/m²)",,,2002-12-14,0090540017
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Veloso Guerra, 8",Bela Vista,,tombado,municipal,,247.20,247.20,314858.64,1120881.43,ZEIS-3,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,206,4534.31,5094.80,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$5094.80/m² (face atual: R$4534.31/m²)",,,2002-12-14,0090940043
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Conselheiro Carrão, 450",Bela Vista,,tombado,municipal,,210.00,210.00,318129.00,1272516.00,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,175,6059.60,6059.60,OK (Atc+CAbás+V) — cálculo completo,,,2002-12-14,0090120020
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua dos Franceses, 112, 112G",Bela Vista,,tombado,municipal,,213.60,213.60,456419.41,1825677.65,ZEIS-3,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,178,8547.18,8547.18,OK (Atc+CAbás+V) — cálculo completo,,,2002-12-14,0090190048
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Fortaleza, 159",Bela Vista,,tombado,municipal,,96.00,96.00,155103.60,341584.32,ZEIS-5,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,80,3558.17,6462.65,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$6462.65/m² (face atual: R$3558.17/m²)",,,2002-12-14,0090410063
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua dos Franceses, 125",Bela Vista,,tombado,municipal,,144.00,144.00,314681.04,1051053.12,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,120,7298.98,8741.14,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$8741.14/m² (face atual: R$7298.98/m²)",,,2002-12-14,0090200012
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Conselheiro Carrão, 346, 354, 358, 364, 242",Bela Vista,,tombado,municipal,,,,,,ZEU,1,,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,,,,Atc: SQL sem cadastro no IPTU,,,2002-12-14,0090050000
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Conselheiro Carrão, 448, 516, 518",Bela Vista,,tombado,municipal,,198.00,198.00,299950.20,1199800.80,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,165,6059.60,6059.60,OK (Atc+CAbás+V) — cálculo completo,,,2002-12-14,0090120019
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Almirante Marques de Leão, 727",Bela Vista,,tombado,municipal,,164.40,164.40,351289.10,686013.25,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,137,4172.83,8547.18,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$8547.18/m² (face atual: R$4172.83/m²)",,,2002-12-14,0090190068
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Fortaleza, 189",Bela Vista,,tombado,municipal,,124.80,124.80,201634.68,444059.62,ZEIS-5,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,104,3558.17,6462.65,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$6462.65/m² (face atual: R$3558.17/m²)",,,2002-12-14,0090410057
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Fortaleza, 175",Bela Vista,,tombado,municipal,,81.60,81.60,131838.06,290346.67,ZEIS-5,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,68,3558.17,6462.65,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$6462.65/m² (face atual: R$3558.17/m²)",,,2002-12-14,0090410059
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Almirante Marques de Leão, 807",Bela Vista,,tombado,municipal,,132.00,132.00,282056.94,550813.56,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,110,4172.83,8547.18,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$8547.18/m² (face atual: R$4172.83/m²)",,,2002-12-14,0090190082
